	replicates1	replicates2	replicates3
gene1361	11	6	9
gene1362	5	7	2
gene1363	4	3	1
gene1364	7	4	3
gene1365	10	19	9
gene1366	11	8	10
gene1367	3	3	4
gene1368	4	8	6
gene1369	4	5	7
gene1370	0	1	4
gene1371	3	1	2
gene1372	9	11	3
gene1373	0	1	2
gene1374	4	3	5
gene1375	3	4	1
gene1376	3	6	7
gene1377	6	6	9
gene1378	10	11	8
gene1379	3	5	6
gene1380	5	5	3
gene1381	2	4	3
gene1382	2	4	7
gene1383	14	17	6
gene1384	6	6	4
gene1385	5	12	6
gene1386	4	4	7
gene1387	4	3	3
gene1388	4	8	10
gene1389	1	4	2
gene1390	5	2	4
gene1391	11	10	17
gene1392	11	16	12
gene1393	0	0	0
gene1394	6	7	3
gene1395	6	7	8
gene1396	4	2	1
gene1397	6	4	5
gene1398	3	6	2
gene1399	7	2	3
gene1400	3	1	5
gene1401	3	10	9
gene1402	5	6	4
gene1403	7	8	4
gene1404	6	12	5
gene1405	10	7	5
gene1406	10	6	10
gene1407	6	4	0
gene1408	3	5	2
gene1409	6	4	5
gene1410	4	6	5
gene1411	2	3	1
gene1412	7	3	2
gene1413	3	6	5
gene1414	0	0	0
gene1415	4	4	4
gene1416	10	10	14
gene1417	4	7	5
gene1418	6	10	9
gene1419	8	4	0
gene1420	6	4	6
gene1421	4	2	8
gene1422	5	5	1
gene1423	3	6	5
gene1424	4	14	8
gene1425	1	0	2
gene1426	4	5	2
gene1427	11	5	5
gene1428	15	11	10
gene1429	1	2	3
gene1430	7	6	1
gene1431	7	5	8
gene1432	4	10	7
gene1433	10	7	5
gene1434	0	0	0
gene1435	8	9	4
gene1436	6	9	4
gene1437	6	5	2
gene1438	5	4	1
gene1439	10	10	11
gene1440	3	4	1
gene1441	6	9	4
gene1442	2	1	2
gene1443	3	4	4
gene1444	4	2	7
gene1445	3	2	1
gene1446	1	3	1
gene1447	9	5	6
gene1448	4	6	5
gene1449	3	6	2
gene1450	10	14	8
gene1451	3	3	6
gene1452	7	3	3
gene1453	0	6	2
gene1454	3	9	9
gene1455	12	4	7
gene1456	4	3	7
gene1457	5	3	2
gene1458	7	1	5
gene1459	4	1	2
gene1460	7	4	2
gene1461	8	11	5
gene1462	3	0	0
gene1463	1	1	1
gene1464	10	10	8
gene1465	4	2	3
gene1466	5	5	1
gene1467	9	7	6
gene1468	3	4	2
gene1469	2	2	6
gene1470	4	4	3
gene1471	6	9	13
gene1472	9	5	6
gene1473	3	2	7
gene1474	11	8	7
gene1475	8	11	9
gene1476	6	8	4
gene1477	12	9	9
gene1478	2	6	2
gene1479	1	5	3
gene1480	4	7	2
gene1481	9	1	7
gene1482	1	3	1
gene1483	8	7	5
gene1484	2	3	4
gene1485	5	3	1
gene1486	3	0	1
gene1487	6	7	6
gene1488	2	2	2
gene1489	1	0	0
gene1490	2	3	1
gene1491	10	8	7
gene1492	5	5	3
gene1493	8	2	2
gene1494	9	8	4
gene1495	6	5	2
gene1496	2	0	0
gene1497	4	0	2
gene1498	6	5	4
gene1499	3	1	0
gene1500	5	9	7
gene1501	2	8	6
gene1502	1	4	1
gene1503	5	4	1
gene1504	11	3	7
gene1505	6	10	6
gene1506	8	5	10
gene1507	1	2	1
gene1508	3	6	7
gene1509	1	2	3
gene1510	8	2	7
gene1511	5	2	7
gene1512	5	1	3
gene1513	13	10	9
gene1514	7	5	11
gene1515	8	2	7
gene1516	7	11	11
gene1517	10	6	2
gene1518	1	2	1
gene1519	1	2	4
gene1520	8	4	6
gene1521	5	3	9
gene1522	8	6	4
gene1523	1	6	4
gene1524	3	5	4
gene1525	16	9	19
gene1526	3	3	7
gene1527	4	6	3
gene1528	13	11	7
gene1529	3	2	7
gene1530	2	6	4
gene1531	6	1	9
gene1532	6	6	7
gene1533	15	8	2
gene1534	5	12	9
gene1535	3	5	4
gene1536	4	3	6
gene1537	2	6	4
gene1538	6	10	4
gene1539	0	4	5
gene1540	10	9	7
gene1541	5	4	3
gene1542	2	8	10
gene1543	7	10	8
gene1544	8	11	7
gene1545	1	4	2
gene1546	4	3	2
gene1547	2	4	1
gene1548	8	10	8
gene1549	3	3	7
gene1550	4	5	4
gene1551	2	2	5
gene1552	0	2	2
gene1553	5	9	5
gene1554	1	3	0
gene1555	4	7	4
gene1556	1	2	4
gene1557	6	3	2
gene1558	5	5	6
gene1559	2	1	3
gene1560	8	2	4
gene1561	10	7	8
gene1562	8	10	5
gene1563	0	0	0
gene1564	0	2	5
gene1565	13	6	9
gene1566	5	6	5
gene1567	4	6	4
gene1568	2	2	4
gene1569	6	4	5
gene1570	7	4	4
gene1571	6	7	9
gene1572	2	5	7
gene1573	1	5	3
gene1574	3	5	6
gene1575	6	4	5
gene1576	7	12	5
gene1577	1	2	5
gene1578	5	8	8
gene1579	13	11	14
gene1580	8	4	2
gene1581	3	3	5
gene1582	5	3	3
gene1583	9	5	12
gene1584	7	3	8
gene1585	6	2	4
gene1586	2	3	1
gene1587	2	5	0
gene1588	8	3	7
gene1589	3	2	4
gene1590	2	5	3
gene1591	0	0	1
gene1592	0	4	3
gene1593	2	2	4
gene1594	7	8	7
gene1595	2	4	5
gene1596	3	6	4
gene1597	7	9	6
gene1598	5	4	3
gene1599	1	0	1
gene1600	2	2	2
gene1601	3	2	1
gene1602	9	9	9
gene1603	1	3	3
gene1604	3	4	4
gene1605	8	6	10
gene1606	3	5	3
gene1607	7	5	11
gene1608	5	11	13
gene1609	4	5	5
gene1610	4	2	8
gene1611	1	5	8
gene1612	5	2	1
gene1613	2	2	5
gene1614	2	6	3
gene1615	3	7	6
gene1616	3	1	3
gene1617	6	11	5
gene1618	1	1	4
gene1619	6	2	4
gene1620	6	7	1
gene1621	8	6	11
gene1622	5	7	2
gene1623	10	2	4
gene1624	0	1	0
gene1625	7	2	1
gene1626	8	4	9
gene1627	2	3	5
gene1628	7	9	8
gene1629	1	0	3
gene1630	2	7	4
gene1631	5	5	1
gene1632	4	0	4
gene1633	3	3	3
gene1634	6	8	11
gene1635	3	8	5
gene1636	6	4	6
gene1637	3	2	1
gene1638	5	6	4
gene1639	4	4	1
gene1640	2	0	4
gene1641	7	2	6
gene1642	12	10	5
gene1643	2	3	2
gene1644	2	3	4
gene1645	2	3	8
gene1646	7	9	5
gene1647	3	5	4
gene1648	4	6	5
gene1649	7	8	13
gene1650	3	0	1
gene1651	3	2	2
gene1652	6	7	2
gene1653	6	10	6
gene1654	0	3	3
gene1655	2	5	6
gene1656	4	5	5
gene1657	6	3	7
gene1658	11	6	7
gene1659	6	5	2
gene1660	11	6	5
gene1661	2	7	3
gene1662	6	3	7
gene1663	4	4	9
gene1664	6	11	4
gene1665	5	4	7
gene1666	4	4	3
gene1667	11	13	8
gene1668	4	2	2
gene1669	4	3	8
gene1670	2	8	7
gene1671	8	5	5
gene1672	3	6	6
gene1673	2	3	1
gene1674	3	2	7
gene1675	4	5	2
gene1676	5	5	3
gene1677	6	9	6
gene1678	5	4	4
gene1679	9	4	2
gene1680	5	8	4
gene1681	4	5	6
gene1682	6	6	7
gene1683	1	1	1
gene1684	6	4	6
gene1685	4	8	5
gene1686	2	1	0
gene1687	7	12	6
gene1688	5	6	9
gene1689	9	6	10
gene1690	3	8	2
gene1691	4	2	8
gene1692	3	12	0
gene1693	3	6	10
gene1694	8	10	11
gene1695	2	5	5
gene1696	2	4	4
gene1697	7	4	5
gene1698	4	6	4
gene1699	5	4	5
gene1700	4	1	2
gene1701	10	8	7
gene1702	3	4	7
gene1703	9	5	7
gene1704	3	1	2
gene1705	8	10	8
gene1706	5	2	5
gene1707	2	3	4
gene1708	15	9	10
gene1709	9	2	6
gene1710	3	2	0
gene1711	11	6	11
gene1712	4	5	3
gene1713	2	6	5
gene1714	3	6	11
gene1715	5	8	5
gene1716	0	6	5
gene1717	6	7	4
gene1718	5	2	4
gene1719	3	6	7
gene1720	4	11	5
gene1721	4	5	5
gene1722	2	6	6
gene1723	2	2	1
gene1724	3	1	2
gene1725	3	2	4
gene1726	8	5	3
gene1727	2	3	13
gene1728	4	5	4
gene1729	6	5	2
gene1730	5	3	6
gene1731	5	7	2
gene1732	5	4	4
gene1733	7	6	3
gene1734	5	6	0
gene1735	6	2	3
gene1736	3	5	7
gene1737	4	3	2
gene1738	0	3	4
gene1739	2	4	2
gene1740	3	4	3
gene1741	4	3	6
gene1742	4	4	6
gene1743	5	2	3
gene1744	7	8	6
gene1745	6	5	9
gene1746	2	6	4
gene1747	7	7	7
gene1748	7	4	4
gene1749	7	5	8
gene1750	0	3	4
gene1751	3	1	1
gene1752	2	2	1
gene1753	4	2	3
gene1754	5	3	5
gene1755	1	6	8
gene1756	6	1	13
gene1757	2	3	2
gene1758	6	9	7
gene1759	7	13	6
gene1760	3	1	4
gene1761	2	3	2
gene1762	6	10	10
gene1763	8	6	9
gene1764	2	3	1
gene1765	0	0	1
gene1766	0	0	0
gene1767	2	1	4
gene1768	3	9	4
gene1769	7	10	11
gene1770	3	5	5
gene1771	7	6	7
gene1772	4	8	5
gene1773	7	8	7
gene1774	2	6	3
gene1775	8	6	11
gene1776	2	6	4
gene1777	11	6	9
gene1778	2	5	4
gene1779	7	6	6
gene1780	8	2	1
gene1781	2	4	1
gene1782	8	8	11
gene1783	9	4	8
gene1784	7	2	1
gene1785	4	3	0
gene1786	4	9	6
gene1787	2	2	8
gene1788	3	7	7
gene1789	2	0	5
gene1790	4	4	6
gene1791	7	7	7
gene1792	4	9	12
gene1793	4	6	5
gene1794	4	2	4
gene1795	5	2	3
gene1796	5	4	5
gene1797	4	1	3
gene1798	4	9	6
gene1799	2	10	1
gene1800	8	3	4
gene1801	5	4	0
gene1802	5	6	9
gene1803	2	0	0
gene1804	10	12	11
gene1805	1	1	5
gene1806	5	0	3
gene1807	2	1	2
gene1808	0	0	0
gene1809	10	8	9
gene1810	8	7	11
gene1811	5	0	7
gene1812	8	9	9
gene1813	5	9	5
gene1814	4	6	2
gene1815	2	2	5
gene1816	3	9	3
gene1817	3	5	3
gene1818	7	7	7
gene1819	8	2	6
gene1820	5	3	6
gene1821	4	5	2
gene1822	10	6	7
gene1823	5	1	6
gene1824	5	3	4
gene1825	5	3	7
gene1826	1	5	4
gene1827	7	8	4
gene1828	2	11	7
gene1829	4	4	4
gene1830	4	0	1
gene1831	2	2	2
gene1832	0	2	1
gene1833	1	2	4
gene1834	8	12	7
gene1835	5	5	5
gene1836	5	2	6
gene1837	6	7	11
gene1838	4	2	3
gene1839	6	11	11
gene1840	4	2	4
gene1841	3	5	10
gene1842	2	3	2
gene1843	1	0	0
gene1844	3	4	5
gene1845	5	8	3
gene1846	2	3	2
gene1847	4	3	0
gene1848	2	1	4
gene1849	9	10	11
gene1850	1	5	2
gene1851	3	9	5
gene1852	4	5	3
gene1853	5	11	4
gene1854	8	3	1
gene1855	3	3	5
gene1856	3	5	3
gene1857	3	3	2
gene1858	7	6	10
gene1859	5	6	6
gene1860	1	5	4
gene1861	14	23	23
gene1862	12	8	11
gene1863	4	2	4
gene1864	6	3	7
gene1865	1	2	2
gene1866	3	4	9
gene1867	3	6	6
gene1868	7	4	3
gene1869	8	9	11
gene1870	8	3	6
gene1871	4	4	5
gene1872	1	0	0
gene1873	1	2	2
gene1874	6	4	3
gene1875	6	1	10
gene1876	3	2	3
gene1877	9	9	5
gene1878	2	8	3
gene1879	7	5	8
gene1880	3	10	11
gene1881	1	0	0
gene1882	3	3	8
gene1883	5	1	8
gene1884	4	5	3
gene1885	5	5	3
gene1886	9	4	5
gene1887	6	8	8
gene1888	0	0	1
gene1889	2	6	6
gene1890	6	3	3
gene1891	2	4	4
gene1892	4	5	6
gene1893	1	4	4
gene1894	12	10	6
gene1895	7	3	2
gene1896	8	13	4
gene1897	3	1	0
gene1898	4	7	6
gene1899	2	5	5
gene1900	9	9	6
gene1901	8	1	5
gene1902	3	10	7
gene1903	0	2	4
gene1904	4	6	6
gene1905	1	4	5
gene1906	3	4	1
gene1907	8	4	8
gene1908	9	2	6
gene1909	7	7	6
gene1910	11	11	7
gene1911	7	10	5
gene1912	4	1	3
gene1913	8	5	7
gene1914	5	10	7
gene1915	2	7	4
gene1916	2	2	4
gene1917	5	10	4
gene1918	6	4	5
gene1919	7	6	7
gene1920	3	2	6
gene1921	10	7	13
gene1922	6	9	4
gene1923	3	8	11
gene1924	1	2	0
gene1925	2	4	3
gene1926	3	4	12
gene1927	2	4	4
gene1928	8	7	2
gene1929	7	7	5
gene1930	3	5	4
gene1931	1	1	0
gene1932	0	5	2
gene1933	4	2	5
gene1934	0	2	2
gene1935	0	0	1
gene1936	5	6	7
gene1937	1	1	3
gene1938	4	5	3
gene1939	6	3	2
gene1940	9	10	5
gene1941	11	16	7
gene1942	8	5	11
gene1943	8	5	7
gene1944	13	9	6
gene1945	7	3	13
gene1946	3	2	4
gene1947	9	9	5
gene1948	6	6	10
gene1949	3	5	4
gene1950	4	8	4
gene1951	1	4	2
gene1952	6	2	2
gene1953	2	5	7
gene1954	6	7	6
gene1955	1	7	3
gene1956	8	7	8
gene1957	3	6	2
gene1958	3	8	5
gene1959	5	7	6
gene1960	5	10	5
gene1961	1	1	4
gene1962	9	4	4
gene1963	7	5	3
gene1964	2	4	5
gene1965	7	3	7
gene1966	3	1	2
gene1967	2	8	4
gene1968	3	2	1
gene1969	8	1	0
gene1970	7	2	5
gene1971	5	3	4
gene1972	10	12	3
gene1973	14	7	19
gene1974	6	4	10
gene1975	1	7	5
gene1976	4	7	5
gene1977	0	1	1
gene1978	8	7	5
gene1979	8	2	5
gene1980	5	8	4
gene1981	7	3	9
gene1982	7	9	5
gene1983	6	3	5
gene1984	3	9	9
gene1985	1	3	2
gene1986	5	2	4
gene1987	6	0	4
gene1988	7	4	5
gene1989	5	3	2
gene1990	4	4	8
gene1991	4	7	7
gene1992	3	3	2
gene1993	8	2	1
gene1994	6	4	3
gene1995	5	6	2
gene1996	4	0	2
gene1997	3	3	9
gene1998	3	4	2
gene1999	3	3	4
gene2000	6	6	7
gene2001	22	16	13
gene2002	25	28	36
gene2003	10	14	14
gene2004	19	15	22
gene2005	32	27	21
gene2006	19	18	27
gene2007	19	19	13
gene2008	20	33	31
gene2009	27	27	32
gene2010	22	9	13
gene2011	18	17	19
gene2012	12	6	5
gene2013	18	11	13
gene2014	20	23	30
gene2015	12	15	11
gene2016	16	12	6
gene2017	30	28	20
gene2018	23	24	31
gene2019	16	19	14
gene2020	13	11	9
gene2021	37	37	31
gene2022	17	25	18
gene2023	13	12	11
gene2024	16	6	11
gene2025	33	32	36
gene2026	41	29	24
gene2027	13	10	23
gene2028	21	11	20
gene2029	25	20	23
gene2030	8	16	10
gene2031	28	32	28
gene2032	18	19	19
gene2033	23	22	31
gene2034	15	8	13
gene2035	23	26	25
gene2036	24	24	21
gene2037	33	23	27
gene2038	19	28	29
gene2039	10	9	21
gene2040	17	18	25
gene2041	21	17	15
gene2042	10	21	14
gene2043	12	24	5
gene2044	13	16	13
gene2045	19	20	16
gene2046	19	19	20
gene2047	16	13	12
gene2048	25	26	20
gene2049	18	18	17
gene2050	13	21	23
gene2051	36	24	36
gene2052	27	23	20
gene2053	9	14	14
gene2054	19	34	35
gene2055	12	17	18
gene2056	23	20	17
gene2057	11	5	14
gene2058	19	28	17
gene2059	16	10	15
gene2060	16	12	11
gene2061	23	14	16
gene2062	20	20	11
gene2063	30	33	30
gene2064	20	27	18
gene2065	17	18	17
gene2066	23	22	19
gene2067	17	19	16
gene2068	30	24	21
gene2069	23	28	14
gene2070	36	17	21
gene2071	18	20	15
gene2072	28	19	12
gene2073	22	16	13
gene2074	23	26	23
gene2075	17	22	21
gene2076	28	27	43
gene2077	13	13	15
gene2078	17	24	20
gene2079	12	18	15
gene2080	11	23	17
gene2081	23	22	33
gene2082	14	18	9
gene2083	9	20	11
gene2084	34	27	33
gene2085	16	18	16
gene2086	29	19	21
gene2087	14	14	7
gene2088	23	30	20
gene2089	27	28	26
gene2090	6	9	13
gene2091	25	23	24
gene2092	30	25	23
gene2093	9	7	15
gene2094	24	32	26
gene2095	21	17	23
gene2096	17	23	30
gene2097	21	21	31
gene2098	10	11	10
gene2099	20	16	17
gene2100	22	25	18
gene2101	12	21	25
gene2102	16	16	12
gene2103	16	28	18
gene2104	36	28	30
gene2105	35	24	26
gene2106	21	13	20
gene2107	12	17	11
gene2108	12	20	15
gene2109	24	23	18
gene2110	9	6	9
gene2111	14	16	8
gene2112	13	18	18
gene2113	29	17	21
gene2114	11	15	16
gene2115	34	12	20
gene2116	23	19	16
gene2117	31	27	25
gene2118	10	20	12
gene2119	20	18	16
gene2120	15	15	12
gene2121	10	7	27
gene2122	24	22	24
gene2123	19	21	16
gene2124	33	32	40
gene2125	15	14	10
gene2126	41	36	32
gene2127	8	22	11
gene2128	17	9	9
gene2129	19	17	21
gene2130	20	18	17
gene2131	19	26	25
gene2132	11	15	8
gene2133	20	18	15
gene2134	32	25	20
gene2135	17	21	18
gene2136	21	25	16
gene2137	19	19	14
gene2138	12	9	14
gene2139	13	19	14
gene2140	22	22	23
gene2141	22	22	33
gene2142	19	23	31
gene2143	17	16	11
gene2144	11	17	17
gene2145	34	26	29
gene2146	32	23	28
gene2147	12	17	17
gene2148	22	14	22
gene2149	17	13	18
gene2150	33	27	25
gene2151	22	21	18
gene2152	18	19	15
gene2153	19	27	16
gene2154	9	9	12
gene2155	18	17	21
gene2156	28	25	21
gene2157	23	24	28
gene2158	19	24	16
gene2159	8	11	10
gene2160	21	29	30
gene2161	20	15	19
gene2162	22	25	24
gene2163	18	21	14
gene2164	16	20	16
gene2165	25	19	19
gene2166	43	41	32
gene2167	15	10	21
gene2168	22	18	22
gene2169	37	34	37
gene2170	12	11	6
gene2171	20	16	18
gene2172	13	18	17
gene2173	21	16	35
gene2174	22	17	19
gene2175	40	32	35
gene2176	15	17	18
gene2177	10	16	7
gene2178	31	28	26
gene2179	30	25	30
gene2180	29	20	25
gene2181	25	31	28
gene2182	23	11	27
gene2183	10	10	2
gene2184	18	28	21
gene2185	9	7	9
gene2186	19	18	24
gene2187	20	27	21
gene2188	22	29	27
gene2189	26	32	26
gene2190	23	33	35
gene2191	11	8	11
gene2192	27	27	25
gene2193	33	22	27
gene2194	16	9	13
gene2195	32	30	23
gene2196	15	18	17
gene2197	20	22	25
gene2198	27	28	37
gene2199	14	18	15
gene2200	10	20	16
gene2201	7	13	10
gene2202	21	22	18
gene2203	13	10	11
gene2204	22	13	19
gene2205	14	15	24
gene2206	14	14	17
gene2207	25	18	27
gene2208	12	15	10
gene2209	17	18	16
gene2210	17	16	15
gene2211	19	16	13
gene2212	21	16	20
gene2213	23	33	22
gene2214	17	18	20
gene2215	6	10	18
gene2216	6	9	3
gene2217	22	23	30
gene2218	23	25	22
gene2219	22	25	22
gene2220	24	12	15
gene2221	11	11	16
gene2222	16	26	17
gene2223	15	9	11
gene2224	22	33	29
gene2225	33	19	27
gene2226	18	18	19
gene2227	7	11	6
gene2228	26	23	27
gene2229	14	10	14
gene2230	10	13	5
gene2231	18	9	19
gene2232	15	20	15
gene2233	32	26	14
gene2234	13	23	15
gene2235	19	19	16
gene2236	30	21	22
gene2237	27	20	25
gene2238	9	2	7
gene2239	11	13	13
gene2240	17	22	21
gene2241	5	13	10
gene2242	18	16	12
gene2243	28	21	28
gene2244	27	21	26
gene2245	37	34	31
gene2246	22	37	25
gene2247	22	21	27
gene2248	16	18	16
gene2249	17	17	17
gene2250	21	33	33
gene2251	15	23	19
gene2252	38	18	22
gene2253	27	15	23
gene2254	24	20	24
gene2255	29	20	18
gene2256	34	28	41
gene2257	16	26	18
gene2258	20	16	19
gene2259	25	26	25
gene2260	5	7	8
gene2261	18	12	16
gene2262	22	15	15
gene2263	31	23	32
gene2264	21	19	23
gene2265	16	19	16
gene2266	8	11	10
gene2267	23	18	15
gene2268	41	35	29
gene2269	16	26	24
gene2270	14	23	24
gene2271	18	28	34
gene2272	19	27	27
gene2273	18	25	6
gene2274	16	13	15
gene2275	21	12	11
gene2276	21	25	24
gene2277	19	30	39
gene2278	37	40	34
gene2279	14	11	14
gene2280	25	21	37
gene2281	16	12	19
gene2282	11	19	15
gene2283	12	16	25
gene2284	23	19	15
gene2285	28	19	19
gene2286	14	13	13
gene2287	20	23	18
gene2288	5	12	8
gene2289	7	20	10
gene2290	30	19	19
gene2291	16	13	15
gene2292	9	10	17
gene2293	14	13	14
gene2294	11	14	11
gene2295	27	22	20
gene2296	15	17	10
gene2297	10	13	28
gene2298	27	26	39
gene2299	26	14	19
gene2300	13	20	15
gene2301	27	26	24
gene2302	38	26	41
gene2303	14	22	17
gene2304	36	42	28
gene2305	30	21	23
gene2306	6	20	17
gene2307	14	9	21
gene2308	20	19	17
gene2309	27	26	34
gene2310	33	27	26
gene2311	19	18	13
gene2312	6	10	8
gene2313	25	24	17
gene2314	35	27	33
gene2315	25	18	20
gene2316	19	17	18
gene2317	32	43	47
gene2318	22	20	20
gene2319	17	13	14
gene2320	16	13	14
gene2321	27	19	20
gene2322	21	29	17
gene2323	15	16	24
gene2324	21	19	20
gene2325	15	21	17
gene2326	13	8	18
gene2327	18	15	22
gene2328	22	20	30
gene2329	16	15	12
gene2330	23	22	17
gene2331	22	19	18
gene2332	24	24	16
gene2333	17	15	11
gene2334	25	32	20
gene2335	22	19	17
gene2336	42	45	41
gene2337	15	12	12
gene2338	19	16	21
gene2339	12	29	14
gene2340	17	27	22
gene2341	26	24	17
gene2342	17	14	24
gene2343	17	16	18
gene2344	13	18	16
gene2345	18	13	9
gene2346	26	21	38
gene2347	20	15	26
gene2348	21	15	11
gene2349	41	27	25
gene2350	21	31	26
gene2351	22	30	35
gene2352	22	21	23
gene2353	20	20	16
gene2354	39	36	33
gene2355	26	42	36
gene2356	26	18	26
gene2357	17	14	15
gene2358	32	25	27
gene2359	12	7	17
gene2360	11	14	11
gene2361	24	34	25
gene2362	20	18	26
gene2363	9	8	10
gene2364	21	22	23
gene2365	47	33	35
gene2366	26	27	23
gene2367	18	23	22
gene2368	12	29	26
gene2369	17	21	23
gene2370	21	30	29
gene2371	14	27	14
gene2372	3	3	7
gene2373	26	18	28
gene2374	19	23	10
gene2375	34	38	29
gene2376	19	19	20
gene2377	28	42	37
gene2378	13	9	13
gene2379	18	18	25
gene2380	12	11	10
gene2381	23	19	30
gene2382	13	9	12
gene2383	10	16	12
gene2384	18	15	9
gene2385	14	20	21
gene2386	24	29	32
gene2387	24	19	19
gene2388	16	11	20
gene2389	12	13	18
gene2390	21	27	21
gene2391	12	19	15
gene2392	19	19	26
gene2393	26	38	28
gene2394	36	27	21
gene2395	24	27	20
gene2396	29	20	17
gene2397	27	32	31
gene2398	35	23	32
gene2399	22	31	27
gene2400	20	26	35
gene2401	10	14	14
gene2402	23	24	18
gene2403	9	20	14
gene2404	18	14	18
gene2405	21	25	15
gene2406	11	6	10
gene2407	16	17	9
gene2408	40	22	36
gene2409	25	27	23
gene2410	16	26	19
gene2411	14	22	15
gene2412	16	22	18
gene2413	24	16	24
gene2414	19	20	27
gene2415	21	26	29
gene2416	32	23	35
gene2417	37	22	29
gene2418	14	32	23
gene2419	13	11	10
gene2420	23	24	33
gene2421	40	39	38
gene2422	20	16	20
gene2423	25	22	14
gene2424	13	15	20
gene2425	23	18	17
gene2426	19	17	21
gene2427	18	27	23
gene2428	23	11	20
gene2429	14	17	5
gene2430	12	11	8
gene2431	20	15	9
gene2432	28	27	21
gene2433	17	17	14
gene2434	32	40	20
gene2435	5	12	10
gene2436	32	41	40
gene2437	12	10	13
gene2438	28	32	28
gene2439	22	16	13
gene2440	13	20	25
gene2441	14	11	19
gene2442	11	12	10
gene2443	32	29	21
gene2444	15	23	21
gene2445	29	40	29
gene2446	12	25	23
gene2447	26	31	27
gene2448	31	30	37
gene2449	29	40	34
gene2450	23	22	20
gene2451	16	24	26
gene2452	5	7	7
gene2453	18	18	23
gene2454	16	24	21
gene2455	10	16	18
gene2456	6	17	9
gene2457	13	23	18
gene2458	30	33	32
gene2459	11	13	10
gene2460	21	30	21
gene2461	19	22	25
gene2462	16	23	25
gene2463	12	24	24
gene2464	6	14	12
gene2465	21	28	20
gene2466	20	20	12
gene2467	26	23	26
gene2468	19	19	18
gene2469	20	17	24
gene2470	8	10	15
gene2471	8	14	13
gene2472	29	23	18
gene2473	24	33	28
gene2474	21	15	10
gene2475	21	23	20
gene2476	7	15	15
gene2477	3	11	6
gene2478	16	27	21
gene2479	10	18	16
gene2480	22	26	29
gene2481	11	13	21
gene2482	23	18	16
gene2483	22	14	14
gene2484	19	25	26
gene2485	30	30	29
gene2486	12	10	14
gene2487	14	12	7
gene2488	32	24	25
gene2489	36	27	22
gene2490	22	15	17
gene2491	15	22	18
gene2492	13	6	12
gene2493	22	12	17
gene2494	27	31	24
gene2495	19	21	12
gene2496	13	11	8
gene2497	14	10	21
gene2498	32	18	27
gene2499	31	24	20
gene2500	12	15	11
gene2501	10	4	9
gene2502	44	48	30
gene2503	5	4	9
gene2504	23	14	20
gene2505	11	5	4
gene2506	21	25	24
gene2507	24	26	13
gene2508	21	22	19
gene2509	9	12	12
gene2510	31	26	29
gene2511	9	17	22
gene2512	25	20	21
gene2513	30	35	30
gene2514	31	24	40
gene2515	14	12	13
gene2516	19	24	23
gene2517	31	26	30
gene2518	21	12	11
gene2519	20	13	18
gene2520	21	22	28
gene2521	19	20	22
gene2522	26	21	19
gene2523	24	18	27
gene2524	12	7	13
gene2525	19	23	29
gene2526	15	25	13
gene2527	24	25	24
gene2528	11	24	18
gene2529	38	36	15
gene2530	28	39	29
gene2531	18	16	21
gene2532	18	16	22
gene2533	15	13	18
gene2534	14	17	24
gene2535	21	20	17
gene2536	20	19	12
gene2537	16	11	19
gene2538	18	16	22
gene2539	43	29	24
gene2540	3	11	10
gene2541	20	18	18
gene2542	17	23	20
gene2543	15	19	15
gene2544	20	22	22
gene2545	20	15	18
gene2546	40	26	30
gene2547	20	26	20
gene2548	24	14	10
gene2549	16	15	14
gene2550	25	20	21
gene2551	18	23	26
gene2552	13	14	15
gene2553	17	18	11
gene2554	17	14	21
gene2555	12	18	8
gene2556	16	22	13
gene2557	18	9	19
gene2558	16	19	16
gene2559	25	27	20
gene2560	19	20	21
gene2561	22	16	18
gene2562	22	25	21
gene2563	34	27	24
gene2564	6	5	10
gene2565	15	18	18
gene2566	21	19	15
gene2567	19	23	12
gene2568	20	22	31
gene2569	27	23	31
gene2570	20	27	25
gene2571	24	32	26
gene2572	13	8	16
gene2573	29	29	34
gene2574	26	24	25
gene2575	11	16	19
gene2576	30	20	26
gene2577	12	19	28
gene2578	18	29	23
gene2579	14	16	19
gene2580	32	33	39
gene2581	14	24	19
gene2582	23	28	31
gene2583	17	16	8
gene2584	23	20	19
gene2585	6	12	12
gene2586	25	27	26
gene2587	23	28	27
gene2588	30	27	27
gene2589	13	8	16
gene2590	9	18	14
gene2591	23	24	20
gene2592	36	26	34
gene2593	23	22	17
gene2594	30	23	20
gene2595	20	24	17
gene2596	17	17	18
gene2597	11	20	14
gene2598	17	9	21
gene2599	35	33	30
gene2600	26	25	25
gene2601	23	30	22
gene2602	20	28	20
gene2603	29	25	19
gene2604	35	22	37
gene2605	12	12	13
gene2606	37	29	37
gene2607	31	29	18
gene2608	16	9	10
gene2609	9	11	14
gene2610	14	12	8
gene2611	31	31	38
gene2612	15	10	6
gene2613	7	13	11
gene2614	25	22	14
gene2615	18	22	22
gene2616	15	35	26
gene2617	15	17	22
gene2618	22	34	28
gene2619	17	21	11
gene2620	20	19	21
gene2621	17	16	19
gene2622	24	18	16
gene2623	21	13	8
gene2624	20	22	24
gene2625	34	26	28
gene2626	12	20	21
gene2627	22	13	27
gene2628	23	23	28
gene2629	18	22	15
gene2630	20	25	31
gene2631	21	16	19
